210
7 1
   5    4    3    3    6    3    3    3 
1.00 1.00 1.00 1.00 1.00 1.00 1.00 
0.000000 0.000000 0.686773 0.313227 0.000000 	0.000000 0.252170 0.747830 0.000000 	0.000000 0.850787 0.149213 	0.000000 0.904432 0.095568 	0.000000 0.000000 0.488743 0.511257 0.000000 0.000000 	0.961279 0.038721 0.000000 	0.170585 0.829415 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.304906 0.695094 0.000000 0.000000 	0.000000 0.934660 0.065340 0.000000 	0.000000 0.525919 0.474081 	0.580688 0.419311 0.000000 	0.000000 0.000000 0.968837 0.031163 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.813281 0.186719 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.375052 0.624948 0.000000 0.000000 	0.081477 0.918523 0.000000 0.000000 	0.000000 0.208604 0.791396 	0.578554 0.421446 0.000000 	0.000000 0.000000 0.977487 0.022513 0.000000 0.000000 	0.000000 0.924968 0.075032 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.430167 0.569833 0.000000 0.000000 	0.037963 0.962037 0.000000 0.000000 	0.000000 0.665688 0.334312 	0.493185 0.506815 0.000000 	0.000000 0.175119 0.824881 0.000000 0.000000 0.000000 	0.421640 0.578360 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.450209 0.549791 0.000000 0.000000 	0.048842 0.951158 0.000000 0.000000 	0.000000 0.722350 0.277650 	0.486783 0.513217 0.000000 	0.000000 0.369721 0.630279 0.000000 0.000000 0.000000 	0.541953 0.458047 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.024321 0.975679 0.000000 0.000000 	0.000000 0.814221 0.185779 0.000000 	0.000000 0.000000 1.000000 	0.766367 0.233633 0.000000 	0.000000 0.000000 0.397915 0.602085 0.000000 0.000000 	0.000000 0.814426 0.185574 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.324948 0.675052 0.000000 0.000000 	0.288169 0.711831 0.000000 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 0.181657 0.818343 0.000000 0.000000 	0.000000 0.231720 0.768280 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.470045 0.529955 0.000000 	0.000000 0.342500 0.657500 0.000000 	0.000000 0.000000 1.000000 	0.390742 0.609258 0.000000 	0.000000 0.000000 0.000000 0.577764 0.422236 0.000000 	1.000000 0.000000 0.000000 	0.681220 0.318780 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.969024 0.030976 0.000000 	0.000000 0.884477 0.115523 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 0.000000 0.805487 0.194514 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.961273 0.038727 0.000000 0.000000 	0.571010 0.428990 0.000000 0.000000 	0.000000 0.941448 0.058552 	1.000000 0.000000 0.000000 	0.000000 0.670892 0.329108 0.000000 0.000000 0.000000 	0.000000 0.860531 0.139469 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.239770 0.760230 0.000000 0.000000 	0.000000 0.693781 0.306219 0.000000 	0.256531 0.743469 0.000000 	0.111158 0.888842 0.000000 	0.000000 0.300221 0.699779 0.000000 0.000000 0.000000 	0.459386 0.540614 0.000000 	0.299710 0.700290 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.264823 0.735177 0.000000 0.000000 	0.000000 0.834293 0.165707 0.000000 	0.000000 0.805456 0.194544 	0.405682 0.594318 0.000000 	0.000000 0.119518 0.880482 0.000000 0.000000 0.000000 	0.685857 0.314143 0.000000 	0.173519 0.826481 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.374281 0.625719 0.000000 	0.000000 0.191951 0.808049 0.000000 	0.000000 0.000000 1.000000 	0.196527 0.803473 0.000000 	0.000000 0.000000 0.000000 0.610974 0.389026 0.000000 	1.000000 0.000000 0.000000 	0.549159 0.450842 0.000000 	1.000000 0.000000 0.000000 	
0.416856 0.583144 0.000000 0.000000 0.000000 	0.940878 0.059122 0.000000 0.000000 	0.019277 0.980723 0.000000 	1.000000 0.000000 0.000000 	0.187626 0.812374 0.000000 0.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.930668 0.069332 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.812778 0.187222 0.000000 	0.000000 0.332463 0.667537 0.000000 	0.040036 0.959964 0.000000 	0.000000 0.857475 0.142525 	0.000000 0.000000 0.778530 0.221470 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.813281 0.186719 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.218035 0.781965 0.000000 	0.000000 0.000000 0.948402 0.051598 	0.000000 0.325709 0.674291 	0.000000 0.778010 0.221990 	0.000000 0.000000 0.017301 0.982700 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.962670 0.037330 	1.000000 0.000000 0.000000 	
0.000000 0.810960 0.189040 0.000000 0.000000 	0.364318 0.635682 0.000000 0.000000 	0.087488 0.912512 0.000000 	0.672461 0.327539 0.000000 	0.000000 0.777460 0.222540 0.000000 0.000000 0.000000 	0.281865 0.718135 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.951253 0.048747 0.000000 0.000000 	0.462225 0.537775 0.000000 0.000000 	0.315843 0.684157 0.000000 	0.672461 0.327539 0.000000 	0.098218 0.901782 0.000000 0.000000 0.000000 0.000000 	0.794374 0.205626 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.264823 0.735177 0.000000 0.000000 	0.000000 0.914586 0.085414 0.000000 	0.000000 0.435256 0.564744 	0.360863 0.639137 0.000000 	0.000000 0.000000 0.882333 0.117667 0.000000 0.000000 	0.646932 0.353068 0.000000 	0.704697 0.295303 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.595512 0.404488 0.000000 0.000000 	0.081477 0.918523 0.000000 0.000000 	0.197216 0.802784 0.000000 	0.414219 0.585781 0.000000 	0.000000 0.596758 0.403242 0.000000 0.000000 0.000000 	0.188682 0.811318 0.000000 	0.531550 0.468450 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.740814 0.259186 0.000000 0.000000 	0.299048 0.700952 0.000000 0.000000 	0.025209 0.974791 0.000000 	0.546541 0.453459 0.000000 	0.013280 0.986720 0.000000 0.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.651872 0.348128 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.570849 0.429151 0.000000 	0.000000 0.151804 0.848196 0.000000 	0.000000 0.797902 0.202098 	0.000000 0.915268 0.084732 	0.000000 0.000000 0.233559 0.766441 0.000000 0.000000 	0.258864 0.741136 0.000000 	0.147106 0.852894 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.274843 0.725157 0.000000 0.000000 	0.000000 0.683745 0.316255 0.000000 	0.419641 0.580359 0.000000 	0.000000 0.987509 0.012491 	0.000000 0.036116 0.963884 0.000000 0.000000 0.000000 	0.000000 0.961630 0.038370 	0.000000 0.973014 0.026986 	1.000000 0.000000 0.000000 	
0.000000 0.350000 0.650000 0.000000 0.000000 	0.000000 0.924623 0.075377 0.000000 	0.000000 0.782791 0.217208 	0.266957 0.733043 0.000000 	0.000000 0.202919 0.797081 0.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.780999 0.219001 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.792617 0.207383 0.000000 	0.000000 0.412755 0.587245 0.000000 	0.000000 0.590136 0.409864 	0.000000 0.996539 0.003461 	0.000000 0.000000 0.419540 0.580460 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.894148 0.105852 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.253316 0.746684 0.000000 	0.000000 0.091584 0.908416 0.000000 	0.000000 0.000000 1.000000 	0.002312 0.997688 0.000000 	0.000000 0.000000 0.000000 0.715347 0.284653 0.000000 	0.932380 0.067620 0.000000 	0.000000 0.786840 0.213160 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.212994 0.787006 0.000000 	0.000000 0.000000 0.865844 0.134156 	0.000000 0.760127 0.239873 	0.000000 0.790652 0.209348 	0.000000 0.000000 0.000000 0.814975 0.185025 0.000000 	0.606238 0.393762 0.000000 	0.000000 0.678238 0.321762 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.000000 0.819096 0.180904 	0.000000 0.000000 0.783287 0.216713 	0.000000 0.000000 1.000000 	0.000000 0.779817 0.220183 	0.000000 0.000000 0.000000 0.000000 0.768292 0.231708 	0.527799 0.472201 0.000000 	0.000000 0.733832 0.266168 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.918622 0.081378 0.000000 	0.000000 0.573341 0.426659 0.000000 	0.000000 0.423924 0.576076 	0.115426 0.884574 0.000000 	0.000000 0.000000 0.592547 0.407453 0.000000 0.000000 	0.435795 0.564205 0.000000 	0.000000 0.960085 0.039915 	1.000000 0.000000 0.000000 	
0.000000 0.179645 0.820355 0.000000 0.000000 	0.000000 0.924623 0.075377 0.000000 	0.000000 0.000000 1.000000 	0.668193 0.331807 0.000000 	0.000000 0.000000 0.549295 0.450705 0.000000 0.000000 	0.000000 0.000000 1.000000 	0.813281 0.186719 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.550418 0.449582 0.000000 0.000000 	0.266412 0.733588 0.000000 0.000000 	0.000000 0.242603 0.757397 	0.772770 0.227230 0.000000 	0.000000 0.175119 0.824881 0.000000 0.000000 0.000000 	0.745423 0.254577 0.000000 	0.293841 0.706159 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.570459 0.429541 0.000000 0.000000 	0.266412 0.733588 0.000000 0.000000 	0.000000 0.314375 0.685625 	0.766367 0.233633 0.000000 	0.000000 0.165852 0.834148 0.000000 0.000000 0.000000 	0.944765 0.055235 0.000000 	0.299710 0.700290 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.740814 0.259186 0.000000 0.000000 	0.592766 0.407234 0.000000 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 0.968837 0.031163 0.000000 0.000000 	0.819734 0.180266 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.565808 0.434192 0.000000 	0.000000 0.232097 0.767903 0.000000 	0.000000 0.435256 0.564744 	0.000000 0.698546 0.301454 	0.000000 0.000000 0.125430 0.874570 0.000000 0.000000 	0.000000 0.522240 0.477760 	0.000000 0.676946 0.323054 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.762376 0.237624 0.000000 	0.000000 0.553268 0.446732 0.000000 	0.000000 0.000000 1.000000 	0.279762 0.720238 0.000000 	0.000000 0.000000 0.000000 0.824464 0.175536 0.000000 	0.426358 0.573642 0.000000 	0.287972 0.712028 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.420146 0.579854 0.000000 0.000000 	0.059721 0.940279 0.000000 0.000000 	0.000000 0.533473 0.466527 	0.713011 0.286989 0.000000 	0.000000 0.179752 0.820248 0.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.930668 0.069332 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.636371 0.363629 0.000000 	0.000000 0.332463 0.667537 0.000000 	0.000000 0.280378 0.719622 	0.019386 0.980614 0.000000 	0.000000 0.000000 0.138406 0.861594 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.428837 0.571163 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.822858 0.177142 0.000000 	0.000000 0.533195 0.466805 0.000000 	0.000000 0.197272 0.802728 	0.298970 0.701030 0.000000 	0.000000 0.000000 0.207607 0.792392 0.000000 0.000000 	0.526619 0.473381 0.000000 	0.302645 0.697356 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.923662 0.076338 0.000000 	0.000000 0.573341 0.426659 0.000000 	0.000000 0.439034 0.560966 	0.352326 0.647674 0.000000 	0.000000 0.000000 0.579572 0.420428 0.000000 0.000000 	0.676420 0.323580 0.000000 	0.490465 0.509535 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.888381 0.111619 0.000000 	0.000000 0.422792 0.577208 0.000000 	0.000000 0.979222 0.020778 	0.068473 0.931527 0.000000 	0.000000 0.000000 0.722303 0.277697 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.905784 0.094216 	1.000000 0.000000 0.000000 	
0.000000 0.104488 0.895512 0.000000 0.000000 	0.000000 0.693781 0.306219 0.000000 	0.000000 0.695907 0.304093 	0.266957 0.733043 0.000000 	0.000000 0.000000 0.661750 0.338250 0.000000 0.000000 	0.000000 0.931078 0.068922 	0.393620 0.606380 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.424683 0.575317 0.000000 	0.000000 0.181914 0.818086 0.000000 	0.000000 0.046170 0.953830 	0.077011 0.922989 0.000000 	0.000000 0.000000 0.000000 0.957302 0.042698 0.000000 	0.000000 0.032301 0.967699 	0.417097 0.582903 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.074426 0.925574 0.000000 0.000000 	0.000000 0.483012 0.516988 0.000000 	0.392951 0.607049 0.000000 	0.000000 0.991120 0.008880 	0.000000 0.374355 0.625645 0.000000 0.000000 0.000000 	0.000000 0.852754 0.147246 	0.000000 0.847605 0.152395 	1.000000 0.000000 0.000000 	
0.000000 0.154593 0.845407 0.000000 0.000000 	0.000000 0.814221 0.185779 0.000000 	0.000000 0.393705 0.606295 	0.439829 0.560171 0.000000 	0.000000 0.000000 0.977487 0.022513 0.000000 0.000000 	0.308405 0.691595 0.000000 	0.158846 0.841154 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.059394 0.940606 0.000000 0.000000 	0.000000 0.493048 0.506952 0.000000 	0.336603 0.663397 0.000000 	0.000000 0.944164 0.055836 	0.000000 0.374355 0.625645 0.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.729953 0.270047 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.802697 0.197303 0.000000 	0.000000 0.322426 0.677574 0.000000 	0.037070 0.962930 0.000000 	0.017252 0.982748 0.000000 	0.000000 0.000000 0.921260 0.078740 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.792011 0.207989 	1.000000 0.000000 0.000000 	
0.000000 0.089457 0.910543 0.000000 0.000000 	0.000000 0.743964 0.256036 0.000000 	0.000000 0.442812 0.557188 	0.687400 0.312600 0.000000 	0.000000 0.000000 0.207607 0.792392 0.000000 0.000000 	0.618623 0.381377 0.000000 	0.687088 0.312911 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.858139 0.141861 0.000000 	0.000000 0.663671 0.336329 0.000000 	0.000000 0.000000 1.000000 	0.695938 0.304062 0.000000 	0.000000 0.000000 0.056227 0.943773 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.557963 0.442037 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.626291 0.373709 0.000000 	0.000000 0.322426 0.677574 0.000000 	0.000000 0.295488 0.704512 	0.102621 0.897379 0.000000 	0.000000 0.000000 0.025951 0.974048 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.164714 0.835286 0.000000 	1.000000 0.000000 0.000000 	
0.394632 0.605368 0.000000 0.000000 0.000000 	0.679794 0.320206 0.000000 0.000000 	0.825938 0.174062 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.749660 0.250340 0.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	
0.905785 0.094215 0.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 0.000000 	0.000000 0.952780 0.047220 	1.000000 0.000000 0.000000 	0.572085 0.427915 0.000000 0.000000 0.000000 0.000000 	0.678779 0.321221 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	
1.000000 0.000000 0.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 0.000000 	0.000000 0.359706 0.640294 	1.000000 0.000000 0.000000 	0.442442 0.557558 0.000000 0.000000 0.000000 0.000000 	0.932970 0.067030 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	
0.209431 0.790569 0.000000 0.000000 0.000000 	0.984392 0.015608 0.000000 0.000000 	0.000000 0.046170 0.953830 	1.000000 0.000000 0.000000 	0.000000 0.703326 0.296674 0.000000 0.000000 0.000000 	0.372100 0.627900 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.710751 0.289249 0.000000 0.000000 	0.277290 0.722710 0.000000 0.000000 	0.000000 0.964114 0.035886 	0.672461 0.327539 0.000000 	0.000000 0.573591 0.426409 0.000000 0.000000 0.000000 	0.000000 0.829979 0.170021 	0.557963 0.442037 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.931211 0.068789 0.000000 0.000000 	0.571010 0.428990 0.000000 0.000000 	0.000000 0.828123 0.171877 	0.956313 0.043687 0.000000 	0.000000 0.777460 0.222540 0.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.881106 0.118894 0.000000 0.000000 	0.647159 0.352841 0.000000 0.000000 	0.000000 0.212382 0.787618 	1.000000 0.000000 0.000000 	0.000000 0.346555 0.653445 0.000000 0.000000 0.000000 	0.884019 0.115981 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.149582 0.850418 0.000000 0.000000 	0.000000 0.723891 0.276109 0.000000 	0.000000 0.790345 0.209655 	0.170916 0.829084 0.000000 	0.000000 0.017583 0.982417 0.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.376012 0.623988 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.314927 0.685073 0.000000 0.000000 	0.000000 0.804184 0.195816 0.000000 	0.134937 0.865062 0.000000 	0.215735 0.784265 0.000000 	0.000000 0.165852 0.834148 0.000000 0.000000 0.000000 	0.963638 0.036362 0.000000 	0.428837 0.571163 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.134551 0.865449 0.000000 0.000000 	0.000000 0.703817 0.296183 0.000000 	0.000000 0.790345 0.209655 	0.301105 0.698895 0.000000 	0.000000 0.189018 0.810982 0.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.971721 0.028279 	1.000000 0.000000 0.000000 	
0.000000 0.956263 0.043737 0.000000 0.000000 	0.375197 0.624803 0.000000 0.000000 	0.630205 0.369795 0.000000 	0.636178 0.363821 0.000000 	0.429031 0.570969 0.000000 0.000000 0.000000 0.000000 	0.187502 0.812498 0.000000 	0.619591 0.380409 0.000000 	1.000000 0.000000 0.000000 	
0.000000 0.000000 0.000000 0.601571 0.398429 	0.000000 0.000000 0.332973 0.667027 	0.000000 0.990557 0.009443 	0.000000 0.131457 0.868543 	0.000000 0.000000 0.000000 0.354785 0.645215 0.000000 	0.000000 0.874974 0.125026 	0.000000 0.000000 1.000000 	0.000000 1.000000 0.000000 	
0.000000 0.000000 0.000000 0.914015 0.085985 	0.000000 0.000000 0.565635 0.434365 	0.140870 0.859130 0.000000 	0.000000 0.480018 0.519982 	0.000000 0.000000 0.000000 0.720091 0.279909 0.000000 	0.000000 0.542237 0.457763 	0.000000 0.225732 0.774268 	0.000000 1.000000 0.000000 	
0.000000 0.000000 0.000000 0.747906 0.252094 	0.000000 0.000000 0.520604 0.479396 	0.000000 0.650578 0.349422 	0.000000 0.516138 0.483862 	0.000000 0.000000 0.000000 0.198226 0.801774 0.000000 	0.000000 0.617783 0.382217 	0.000000 0.336920 0.663080 	0.000000 1.000000 0.000000 	
0.000000 0.000000 0.000000 0.016232 0.983768 	0.000000 0.000000 0.122826 0.877174 	0.000000 0.000000 1.000000 	0.000000 0.198280 0.801720 	0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 	0.539594 0.460406 0.000000 	0.000000 0.000000 1.000000 	0.000000 1.000000 0.000000 	
0.000000 0.000000 0.000000 0.921925 0.078075 	0.000000 0.000000 0.685718 0.314282 	0.000000 0.563694 0.436306 	0.000000 0.445703 0.554297 	0.000000 0.000000 0.000000 0.710602 0.289398 0.000000 	0.000000 0.914969 0.085031 	0.000000 0.272276 0.727724 	0.000000 1.000000 0.000000 	
0.000000 0.000000 0.000000 0.941700 0.058300 	0.000000 0.000000 0.603161 0.396839 	0.096384 0.903616 0.000000 	0.000000 0.608245 0.391755 	0.000000 0.000000 0.000000 0.938325 0.061675 0.000000 	0.000000 0.406143 0.593857 	0.000000 0.331748 0.668252 	0.000000 1.000000 0.000000 	
0.000000 0.000000 0.000000 0.724176 0.275824 	0.000000 0.000000 0.385510 0.614491 	0.212045 0.787955 0.000000 	0.000000 0.360821 0.639179 	0.000000 0.000000 0.095153 0.904847 0.000000 0.000000 	0.015880 0.984120 0.000000 	0.000000 0.167553 0.832447 	0.000000 1.000000 0.000000 	
0.000000 0.000000 0.000000 0.000000 1.000000 	0.000000 0.000000 0.000000 1.000000 	0.000000 0.650578 0.349422 	0.000000 0.000000 1.000000 	0.000000 0.000000 0.000000 0.000000 0.125443 0.874557 	0.000000 0.666666 0.333334 	0.000000 0.000000 1.000000 	0.000000 1.000000 0.000000 	
0.000000 0.000000 0.000000 0.083466 0.916534 	0.000000 0.000000 0.000000 1.000000 	0.000000 0.699685 0.300315 	0.000000 0.000000 1.000000 	0.000000 0.000000 0.000000 0.000000 0.984212 0.015788 	0.000000 0.326153 0.673847 	0.000000 0.000000 1.000000 	0.000000 1.000000 0.000000 	
0.000000 0.000000 0.000000 0.803275 0.196725 	0.000000 0.000000 0.655698 0.344302 	0.000000 0.163275 0.836725 	0.000000 0.747309 0.252691 	0.000000 0.000000 0.000000 0.331065 0.668935 0.000000 	0.585596 0.414404 0.000000 	0.000000 0.395099 0.604901 	0.000000 1.000000 0.000000 	
0.000000 0.000000 0.046668 0.953332 0.000000 	0.000000 0.000000 0.813307 0.186693 	0.000000 0.423924 0.576076 	0.000000 0.702158 0.297842 	0.000000 0.000000 0.000000 0.800743 0.199257 0.000000 	0.000000 0.066185 0.933815 	0.000000 0.221854 0.778146 	0.000000 1.000000 0.000000 	
0.000000 0.000000 0.000000 0.170477 0.829523 	0.000000 0.000000 0.175363 0.824637 	0.000000 0.000000 1.000000 	0.000000 0.465570 0.534430 	0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 	0.000000 0.181726 0.818274 	0.000000 0.223146 0.776854 	0.000000 1.000000 0.000000 	
0.000000 0.000000 0.000000 0.000000 1.000000 	0.000000 0.000000 0.000000 1.000000 	0.000000 0.155719 0.844281 	0.000000 0.000000 1.000000 	0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 	0.000000 0.265605 0.734395 	0.000000 0.000000 1.000000 	0.000000 1.000000 0.000000 	
0.000000 0.000000 0.000000 0.000000 1.000000 	0.000000 0.000000 0.000000 1.000000 	0.000000 0.590136 0.409864 	0.000000 0.000000 1.000000 	0.000000 0.000000 0.000000 0.000000 0.331546 0.668454 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	0.000000 1.000000 0.000000 	
0.000000 0.000000 0.000000 0.000000 1.000000 	0.000000 0.000000 0.000000 1.000000 	0.000000 0.586358 0.413642 	0.000000 0.000000 1.000000 	0.000000 0.000000 0.000000 0.000000 0.189235 0.810764 	0.524260 0.475740 0.000000 	0.000000 0.000000 1.000000 	0.000000 1.000000 0.000000 	
0.000000 0.000000 0.000000 0.348451 0.651549 	0.000000 0.000000 0.250415 0.749585 	0.000000 0.246379 0.753621 	0.000000 0.163966 0.836034 	0.000000 0.000000 0.000000 0.000000 0.925324 0.074676 	0.830350 0.169650 0.000000 	0.000000 0.000000 1.000000 	0.000000 1.000000 0.000000 	
