0,0000	0,6203	0,3797		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,1237	0,8763	0,0000		sum(1,0000)		0,7465	0,2535	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,3663	0,6337		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,7664	0,2336	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		
0,1677	0,8323	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,8597	0,1403		sum(1,0000)		0,8508	0,1492	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		
0,8932	0,1068	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000	0,0000		sum(1,0000)		0,0000	0,9258	0,0742		sum(1,0000)		0,7335	0,2665	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		
0,0000	0,4265	0,5735		sum(1,0000)		0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		0,1686	0,8314	0,0000		sum(1,0000)		0,7465	0,2535	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0082	0,9918	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,4041	0,5959		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		
0,0000	0,8141	0,1859		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,4379	0,5621	0,0000		sum(1,0000)		0,0000	0,9570	0,0430		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,4468	0,5532		sum(1,0000)		1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,6503	0,3497	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,9648	0,0352		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		
0,7320	0,2680	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,9258	0,0742		sum(1,0000)		0,0000	0,9276	0,0724		sum(1,0000)		1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,8109	0,1891	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,8527	0,1473		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		
0,1677	0,8323	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,9258	0,0742		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,6078	0,3922		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,1237	0,8763		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		
0,0000	0,1359	0,8641		sum(1,0000)		0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0403	0,9597	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,8527	0,1473		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,9258	0,0742		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,1014	0,8986	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,7970	0,2030	0,0000		sum(1,0000)		0,8117	0,1883	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,5219	0,4781	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,4041	0,5959		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		
0,5708	0,4292	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	1,0000	0,0000	0,0000		sum(1,0000)		0,3481	0,6519	0,0000		sum(1,0000)		0,6031	0,3969	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,9880	0,0120	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		
0,9739	0,0261	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,9570	0,0430		sum(1,0000)		1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,2492	0,7508	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		
0,6514	0,3486	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0724	0,9276	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		
0,0871	0,9129	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000	0,0000		sum(1,0000)		0,2584	0,7416	0,0000		sum(1,0000)		0,0425	0,9575	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,4468	0,5532		sum(1,0000)		0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		
0,5708	0,4292	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000	0,0000		sum(1,0000)		0,3481	0,6519	0,0000		sum(1,0000)		0,2120	0,7880	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,2008	0,7992	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,9880	0,0120	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		
0,7320	0,2680	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,9919	0,0081		sum(1,0000)		0,6292	0,3708	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,7285	0,2715		sum(1,0000)		0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		
0,3290	0,6710	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000	0,0000		sum(1,0000)		0,7970	0,2030	0,0000		sum(1,0000)		0,0000	0,9863	0,0137		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,5273	0,4727		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,6925	0,3075	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		
0,0000	0,7172	0,2828		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,7987	0,2013	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,2054	0,7946		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,4601	0,5399		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,3424	0,6576	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,4898	0,5102	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		
0,0000	0,8141	0,1859		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000	0,0000		sum(1,0000)		0,4379	0,5621	0,0000		sum(1,0000)		0,8117	0,1883	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,8090	0,1910		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,8403	0,1597	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,2645	0,7355		sum(1,0000)		0,8248	0,1752	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,2329	0,7671	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,5723	0,4277		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000	0,0000		sum(1,0000)		0,7970	0,2030	0,0000		sum(1,0000)		0,9943	0,0057	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,0041	0,9959		sum(1,0000)		1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		
0,0000	0,6203	0,3797		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,8726	0,1274		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,1687	0,8313	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		
0,4096	0,5904	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,7935	0,2065		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,6182	0,3818	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,4708	0,5292	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		
0,5708	0,4292	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,3481	0,6519	0,0000		sum(1,0000)		0,4597	0,5403	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,8090	0,1910		sum(1,0000)		0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		
0,0000	0,4265	0,5735		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,9258	0,0742		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,2329	0,7671	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,7966	0,2034		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		
0,0000	0,6203	0,3797		sum(1,0000)		0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,2645	0,7355		sum(1,0000)		0,2381	0,7619	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,6503	0,3497	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000	0,0000		sum(1,0000)		0,3481	0,6519	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,8090	0,1910		sum(1,0000)		1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		
0,5708	0,4292	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,7072	0,2928	0,0000		sum(1,0000)		0,9030	0,0970	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		
