0,0000	1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
0,0000	0,5000	0,5000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
0,0000	0,6250	0,3750		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,9091	0,0909	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
0,0000	1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,9091	0,0909	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,5000	0,5000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
0,0000	0,6250	0,3750		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
0,0000	1,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,9091	0,0909	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,3333	0,6667	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,8182	0,1818	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,9091	0,0909	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,5000	0,5000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,6667	0,3333	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
0,0000	1,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,9091	0,0909	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
0,0000	0,8750	0,1250		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,6667	0,3333	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
0,0000	0,8750	0,1250		sum(1,0000)		0,0000	0,5000	0,5000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,5000	0,5000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,6667	0,3333	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,5000	0,5000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,7273	0,2727	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,9091	0,0909	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,6667	0,3333	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		0,3333	0,6667	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		0,6667	0,3333	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		0,6667	0,3333	0,0000		sum(1,0000)		0,0714	0,9286	0,0000		sum(1,0000)		0,0000	0,0000	0,5000	0,5000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,8333	0,1667		sum(1,0000)		0,0000	0,0000	0,5000	0,5000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,8750	0,1250		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,2500	0,7500	0,0000		sum(1,0000)		0,0000	0,0909	0,9091	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0357	0,9643	0,0000		sum(1,0000)		0,0000	0,0000	0,5000	0,5000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,6250	0,3750		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0714	0,9286	0,0000		sum(1,0000)		0,0000	0,0909	0,9091	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		0,3333	0,6667	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,0000	1,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,5000	0,5000	0,0000		sum(1,0000)		0,0000	0,3636	0,6364	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0357	0,9643	0,0000		sum(1,0000)		0,0000	0,0909	0,9091	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,2857	0,7143	0,0000		sum(1,0000)		0,0000	0,0000	1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,4286	0,5714	0,0000		sum(1,0000)		0,0000	0,3636	0,6364	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,3750	0,6250		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,1786	0,8214	0,0000		sum(1,0000)		0,0000	0,0000	0,5000	0,5000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,2500	0,7500		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,2500	0,7500	0,0000		sum(1,0000)		0,0000	0,3636	0,6364	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,1250	0,8750		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		0,0000	0,0000	1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,7500	0,2500		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,3929	0,6071	0,0000		sum(1,0000)		0,0000	0,0909	0,9091	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,1071	0,8929	0,0000		sum(1,0000)		0,0000	0,0000	1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,7500	0,2500		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0714	0,9286	0,0000		sum(1,0000)		0,0000	0,0000	0,5000	0,5000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,5000	0,5000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,2143	0,7857	0,0000		sum(1,0000)		0,0000	0,3636	0,6364	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0714	0,9286	0,0000		sum(1,0000)		0,0000	0,0000	0,5000	0,5000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,7500	0,2500		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,2857	0,7143	0,0000		sum(1,0000)		0,0000	0,2727	0,7273	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,3750	0,6250		sum(1,0000)		0,6667	0,3333	0,0000		sum(1,0000)		0,0000	0,9167	0,0833		sum(1,0000)		0,0000	0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,1250	0,8750		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,2500	0,7500	0,0000		sum(1,0000)		0,0000	0,0909	0,9091	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,8333	0,1667		sum(1,0000)		0,0000	0,0000	0,5000	0,5000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,1250	0,8750		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		0,0000	0,1818	0,8182	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,1429	0,8571	0,0000		sum(1,0000)		0,0000	0,0909	0,9091	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,1071	0,8929	0,0000		sum(1,0000)		0,0000	0,0000	1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,9167	0,0833		sum(1,0000)		0,0000	0,0000	1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,7500	0,2500		sum(1,0000)		0,0000	0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,2500	0,7500		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0714	0,9286	0,0000		sum(1,0000)		0,0000	0,0000	0,5000	0,5000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,6250	0,3750		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,4286	0,5714	0,0000		sum(1,0000)		0,0000	0,3636	0,6364	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,8750	0,1250		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,3214	0,6786	0,0000		sum(1,0000)		0,0000	0,2727	0,7273	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,8750	0,1250		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,3571	0,6429	0,0000		sum(1,0000)		0,0000	0,3636	0,6364	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,5000	0,5000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,2857	0,7143	0,0000		sum(1,0000)		0,0000	0,1818	0,8182	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,2500	0,7500		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	0,6667	0,3333		sum(1,0000)		0,0000	0,0000	0,0000	1,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0714	0,9286	0,0000		sum(1,0000)		0,0000	0,0000	0,5000	0,5000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,2500	0,7500		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		0,0714	0,9286	0,0000		sum(1,0000)		0,0000	0,0000	0,0000	1,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,5000	0,5000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,1071	0,8929	0,0000		sum(1,0000)		0,0000	0,0909	0,9091	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,7500	0,2500		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,2143	0,7857	0,0000		sum(1,0000)		0,0000	0,0909	0,9091	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,8750	0,1250		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,2500	0,7500	0,0000		sum(1,0000)		0,0000	0,0909	0,9091	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,8750	0,1250		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,1071	0,8929	0,0000		sum(1,0000)		0,0000	0,1818	0,8182	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,1250	0,8750		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,0357	0,9643	0,0000		sum(1,0000)		0,0000	0,0000	1,0000	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,5000	0,5000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,2500	0,7500	0,0000		sum(1,0000)		0,0000	0,1818	0,8182	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,5000	0,5000	0,0000		sum(1,0000)		0,0000	0,3636	0,6364	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,7500	0,2500		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,1786	0,8214	0,0000		sum(1,0000)		0,0000	0,0909	0,9091	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,6250	0,3750		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,1786	0,8214	0,0000		sum(1,0000)		0,0000	0,1818	0,8182	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,6250	0,3750		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,1786	0,8214	0,0000		sum(1,0000)		0,0000	0,0909	0,9091	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,1429	0,8571	0,0000		sum(1,0000)		0,0000	0,0909	0,9091	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,6071	0,3929	0,0000		sum(1,0000)		0,0000	0,2727	0,7273	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,6250	0,3750		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		0,2143	0,7857	0,0000		sum(1,0000)		0,0000	0,0909	0,9091	0,0000	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	0,0000	1,0000		sum(1,0000)		0,3333	0,6667	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
