0,8816	0,5632	0,4920	0,2784	0,3478	0,7828	0,5970	0,2642	0,5615	0,3089	0,4553	0,7949	0,5613	0,0000	
0,7553	0,1858	0,4064	0,2784	0,3370	0,7310	0,6435	0,1509	0,5457	0,4113	0,3496	0,7546	0,5043	0,0000	
0,8079	0,2530	0,5561	0,4227	0,3587	0,6103	0,5443	0,3585	0,6215	0,4198	0,4797	0,5421	0,5578	0,0000	
0,7658	0,1957	0,4866	0,3505	0,4130	0,6552	0,6751	0,3585	0,5268	0,6502	0,5203	0,6703	0,7004	0,0000	
0,5316	0,1957	0,3636	0,0928	0,2391	0,6000	0,6181	0,0755	0,7886	0,5051	0,5203	0,6007	0,6220	0,0000	
0,7368	0,1798	0,6631	0,3402	0,2609	0,5069	0,5591	0,1698	0,5931	0,3686	0,6179	0,7692	0,7040	0,0000	
0,7342	0,1996	0,5668	0,1753	0,4457	1,0000	0,7173	0,3585	0,4606	0,4923	0,4309	0,7289	0,6505	0,0000	
0,7211	0,2292	0,7059	0,3351	0,4891	0,6966	0,5169	0,4906	0,4006	0,4283	0,5285	0,6081	0,7825	0,0000	
0,7132	0,1838	0,4759	0,2990	0,5217	0,5586	0,5401	0,1509	0,3817	0,3899	0,3577	0,7070	0,5578	0,0000	
0,6658	0,1957	0,5882	0,5103	0,5000	0,6828	0,5148	0,1321	0,6435	0,4241	0,4065	0,6447	0,6006	0,0000	
0,8395	0,1897	0,5027	0,2938	0,5217	0,7655	0,5612	0,2453	0,5110	0,4352	0,3740	0,7473	0,4936	0,0000	
0,5947	0,2431	0,7059	0,3196	0,3478	0,6966	0,6097	0,3396	0,3943	0,4027	0,4797	0,5751	0,7076	0,0000	
0,7079	0,1364	0,6096	0,3144	0,4130	0,8345	0,7025	0,1132	0,5142	0,4710	0,3333	0,5861	0,7183	0,0000	
0,3526	0,0395	0,0000	0,0000	0,1957	0,3448	0,0485	0,2830	0,0032	0,0572	0,4634	0,2015	0,1726	1,0000	
0,3421	0,0711	0,4920	0,2784	0,3370	0,3690	0,1582	0,9434	0,0000	0,1698	0,6260	0,1465	0,2867	1,0000	
0,4237	0,1225	0,3529	0,3196	0,3261	0,3586	0,2257	0,7547	0,0662	0,3814	0,4065	0,1172	0,1227	1,0000	
0,6947	0,1008	0,2995	0,3814	0,2609	0,3862	0,3059	0,3585	0,1009	0,2150	0,6098	0,4359	0,2511	1,0000	
0,3526	0,0771	0,4278	0,4330	0,1848	0,8690	0,5823	0,1132	0,4606	0,2705	0,6016	0,5861	0,1013	1,0000	
0,3000	0,1403	0,6257	0,4330	0,3696	0,3138	0,2975	0,6038	0,1956	0,1425	0,7886	0,3516	0,0549	1,0000	
0,3526	0,0929	0,6417	0,3866	0,3043	0,4966	0,4873	0,4528	0,5268	0,2833	0,5772	0,3773	0,2853	1,0000	
0,5474	0,0534	0,1818	0,2268	0,0870	0,6897	0,5992	0,2453	0,5899	0,3430	0,5203	0,6996	0,1598	1,0000	
0,3526	0,0850	0,2995	0,4639	0,0870	0,3897	0,3502	0,2642	0,1987	0,2901	0,5203	0,8095	0,1655	1,0000	
0,6079	0,0395	0,5348	0,3299	0,4348	0,5345	0,2025	0,7925	0,0032	0,1613	0,4390	0,2418	0,3367	1,0000	
0,3105	0,0889	0,2086	0,3196	0,8804	0,3000	0,1983	0,0189	0,6593	0,1340	0,6504	0,6593	0,3138	1,0000	
0,3316	0,1719	0,4545	0,5052	0,3587	0,0414	0,1435	0,4528	0,3312	0,1510	0,3463	0,2015	0,4223	1,0000	
0,7447	0,1522	0,7005	0,7423	0,1739	0,6793	0,5316	0,1509	0,4606	0,1792	0,7154	0,6923	0,0942	1,0000	
0,6474	0,1818	0,4706	0,6907	0,1848	0,3103	0,3165	0,2642	0,1956	0,2099	0,4065	0,5531	0,1384	1,0000	
0,5158	0,1838	0,6631	1,0000	0,7500	0,8000	0,5380	0,1509	0,4890	0,1766	0,6748	0,8168	0,5043	1,0000	
0,2447	0,0692	0,5027	0,5361	0,3370	0,8276	0,3797	0,0000	0,3912	0,1647	0,4146	0,6813	0,4337	1,0000	
0,1658	0,2253	0,2995	0,2784	0,2935	0,2172	0,2595	0,3962	0,2334	0,2150	0,6098	0,3187	0,1070	1,0000	
0,5263	0,0316	0,1872	0,2784	0,1739	0,3345	0,3565	0,2075	0,3312	0,2833	0,5772	0,4432	0,0813	1,0000	
0,2132	0,4249	0,4652	0,3814	0,4565	0,2552	0,2068	0,5660	0,1703	0,1169	0,3902	0,4579	0,1583	1,0000	
0,3421	0,0494	0,3155	0,2165	0,7174	0,3172	0,3186	0,4151	0,7413	0,1809	0,4715	0,3810	0,3367	1,0000	
0,4395	0,6186	0,5561	0,6392	0,3370	0,6379	0,4662	0,5660	0,4858	0,1101	0,5772	0,6813	0,1320	1,0000	
0,2553	0,0356	0,3422	0,4330	0,1739	0,4966	0,4051	0,3208	0,3218	0,1041	0,7317	0,6777	0,0000	1,0000	
0,4447	0,2115	0,4492	0,4227	0,1739	0,4207	0,4620	0,2453	0,4290	0,2235	0,5528	0,6850	0,3110	1,0000	
0,2763	0,0771	0,6150	0,6907	0,0870	0,3517	0,2616	0,5094	0,3123	0,0785	0,6748	0,5311	0,2511	1,0000	
0,5316	0,6166	0,5134	0,6134	0,1630	0,2310	0,2637	0,9057	0,3817	0,3003	0,2927	0,2711	0,1690	1,0000	
0,2132	0,0296	0,6524	0,3814	0,2609	0,4207	0,3945	0,1698	0,6120	0,1510	0,2520	0,6630	0,1726	1,0000	
0,4316	0,0474	0,4706	0,3814	0,3152	0,4207	0,3376	0,3208	0,3312	0,1143	0,6098	0,6923	0,1227	1,0000	
0,2974	0,1719	0,5080	0,6289	0,2174	0,2759	0,2848	0,5660	0,3628	0,0998	0,6911	0,3626	0,1548	1,0000	
0,1632	0,1838	0,6738	0,7938	0,1957	0,3241	0,2679	0,5094	0,2934	0,1126	0,7154	0,7106	0,2026	1,0000	
0,1605	0,2609	0,5882	0,5670	0,1522	0,3345	0,2848	0,6604	0,2965	0,1297	0,4228	0,5421	0,2867	1,0000	
0,2763	0,1166	0,5027	0,6701	0,0000	0,4207	0,2637	0,5472	0,3060	0,0392	0,4797	0,7106	0,2475	1,0000	
0,2763	0,2154	0,5134	0,4072	0,1196	0,2138	0,2447	0,7358	0,3880	0,0956	0,4878	0,3663	0,1441	1,0000	
0,2553	0,1522	0,5668	0,5876	0,1739	0,1621	0,1920	0,6981	0,3849	0,1980	0,4634	0,5055	0,1227	1,0000	
0,4368	0,1561	0,4813	0,5206	0,1087	0,1379	0,2363	0,8491	0,3817	0,1510	0,3902	0,2894	0,1548	1,0000	
0,3316	0,4130	0,4599	0,3814	0,1957	0,5069	0,4030	0,2264	0,4984	0,0742	0,5447	0,7436	0,0086	1,0000	
0,1553	0,2470	0,4920	0,3814	0,3043	0,7034	0,4051	0,0755	0,2965	0,1681	0,5528	0,6190	0,0478	1,0000	
0,3789	0,1542	0,4492	0,4330	1,0000	0,5241	0,4072	0,3585	0,9054	0,1126	0,5528	0,4982	0,4700	1,0000	
0,2053	0,2727	0,7380	0,5619	0,6957	0,2138	0,1371	0,0189	0,3628	0,1041	0,3821	0,3626	0,2475	1,0000	
0,3316	0,1324	0,3316	0,2784	0,1630	0,5414	0,4557	0,3019	0,4290	0,1382	0,6098	0,5385	0,1070	1,0000	
0,3526	0,0652	0,3957	0,4072	0,1957	0,8759	0,7194	0,2075	0,4858	0,2747	0,4553	0,5495	0,2725	1,0000	
0,3316	0,4802	0,4545	0,3814	0,1957	0,6448	0,5591	0,6038	0,7571	0,0870	0,7642	0,5714	0,0913	1,0000	
0,2763	0,2648	0,1818	0,3557	0,2935	0,4310	0,3861	0,2453	0,3123	0,1724	0,6423	0,6190	0,3081	1,0000	
0,4132	0,1186	0,2888	0,4072	0,1957	0,1621	0,2152	0,3019	0,2965	0,0998	0,4553	0,5495	0,2026	1,0000	
0,3447	0,3379	0,5882	0,5361	0,3043	0,5448	0,3734	0,3962	0,2839	0,1297	0,2602	0,7729	0,1141	1,0000	
0,2079	0,1937	0,2781	0,4588	0,1739	0,5241	0,2743	0,4528	0,3186	0,0666	0,3740	0,4286	0,0977	1,0000	
0,3895	0,1957	0,3316	0,5103	0,1630	0,4207	0,3333	0,3585	0,3375	0,1416	0,4553	0,8425	0,2810	1,0000	
0,3658	0,3577	0,4866	0,5876	0,2174	0,2414	0,3165	1,0000	0,3186	0,1212	0,3089	0,7436	0,0264	1,0000	
0,3211	0,1957	0,4064	0,4330	0,1087	0,2310	0,3565	0,4528	0,3849	0,1809	0,4228	0,6960	0,1655	1,0000	
0,4447	0,1996	0,4920	0,6134	0,1522	0,1379	0,2996	0,6604	0,3849	0,1724	0,3252	0,4212	0,1498	1,0000	
0,3132	0,1087	0,3102	0,4330	0,2391	0,4759	0,3586	0,4906	0,5268	0,1212	0,3089	0,6410	0,0243	1,0000	
0,1526	0,1206	0,7166	0,4845	0,2609	0,6069	0,5443	0,3019	0,6562	0,1169	0,3902	0,7289	0,2867	1,0000	
0,1132	0,5929	0,2460	0,4588	0,4022	0,7586	0,4726	0,2075	1,0000	0,1382	0,2195	0,5641	0,2026	1,0000	
0,3921	0,3340	0,4332	0,5361	0,1957	0,5414	0,4072	0,2453	0,2555	0,0614	0,3415	0,5531	0,0335	1,0000	
0,1921	0,3834	0,8342	0,4845	0,3587	0,2655	0,3565	0,8868	0,2019	0,2150	0,6098	0,4505	0,2347	1,0000	
0,1000	0,0000	0,6096	0,5361	0,1957	0,5172	0,3523	0,5472	0,3249	0,1536	0,5041	0,3810	0,1113	1,0000	
0,2763	0,1285	0,6096	0,6134	0,1522	0,5448	0,4114	0,5660	0,1987	0,1382	0,3659	0,7033	0,0763	1,0000	
0,0000	0,1522	0,4492	0,5619	0,1630	0,5103	0,3861	0,7358	0,5047	0,0529	1,0000	0,5861	0,0920	1,0000	
0,2079	0,1443	0,3369	0,5258	0,1739	0,3448	0,2658	0,3208	0,3533	0,0572	0,3821	0,7546	0,1548	1,0000	
0,3658	0,1719	0,4439	0,6134	0,4130	0,3517	0,3692	0,3962	0,3785	0,0666	0,4715	0,6190	0,0478	1,0000	
0,4579	0,5316	0,3316	0,2784	0,1087	0,2241	0,1920	0,5660	0,1325	0,1809	0,1789	0,3114	0,0670	1,0000	
0,2553	0,5316	0,3422	0,4330	0,1848	0,3517	0,2743	0,4528	0,4606	0,0000	0,3659	0,6520	0,2040	1,0000	
0,1105	0,3281	0,5668	0,4845	0,2826	0,6621	0,5169	0,3585	0,4479	0,1681	0,2602	0,7766	0,2475	1,0000	
0,1395	0,2589	1,0000	0,9227	0,5326	0,7586	1,0000	0,6415	0,4606	0,4027	0,3659	0,8864	0,1334	1,0000	
0,3658	0,7292	0,7326	0,8196	0,3478	0,4207	0,3776	0,5660	0,4101	0,0683	0,3577	0,6777	0,0621	1,0000	
0,5316	1,0000	0,4118	0,5619	0,1739	0,5655	0,4873	0,3208	0,5047	0,1126	0,2033	0,6703	0,0728	1,0000	
0,2211	0,7055	0,5508	0,5361	0,1304	0,6483	0,5675	0,1509	0,7886	0,1297	0,2195	0,8681	0,0728	1,0000	
0,2737	0,2806	0,4332	0,5361	0,1630	0,5586	0,4873	0,4528	0,2965	0,1263	0,3089	0,7363	0,0713	1,0000	
0,3684	0,1561	0,4973	0,5619	0,1739	0,6069	0,5928	0,4906	0,4290	0,2270	0,1707	0,5751	0,0528	1,0000	
0,2000	0,2747	0,7594	0,9227	0,2391	0,3966	0,4008	0,8491	0,4259	0,1468	0,3984	0,4286	0,1341	1,0000	
0,3526	0,1759	0,5027	0,7165	0,1957	0,4276	0,4451	0,5094	0,4700	0,0717	0,3333	0,5531	0,0456	1,0000	
0,2658	0,7036	0,5455	0,5876	0,1087	0,3862	0,2975	0,5472	0,2965	0,1126	0,2520	0,4762	0,2154	1,0000	
0,4816	0,1206	0,5134	0,3814	0,5652	0,1828	0,1920	0,1509	0,1672	0,2406	0,2276	0,0073	0,2511	2,0000	
0,4868	0,4447	0,5561	0,4845	0,3696	0,1103	0,1857	0,2075	0,1325	0,3515	0,2114	0,0549	0,1797	2,0000	
0,4684	0,3103	0,5561	0,6907	0,3043	0,0586	0,1582	0,2642	0,1325	0,3771	0,1463	0,0330	0,2011	2,0000	
0,4395	0,5553	0,5348	0,5619	0,3913	0,2483	0,1814	0,0755	0,1356	0,3174	0,2439	0,0073	0,2297	2,0000	
0,3895	0,0988	0,4759	0,3557	0,1630	0,3517	0,0506	0,8868	0,2650	0,3558	0,2195	0,0879	0,2653	2,0000	
0,4132	0,3399	0,4492	0,4072	0,2609	0,2207	0,0675	0,9434	0,1672	0,4966	0,2033	0,1136	0,2974	2,0000	
0,3211	0,7866	0,6310	0,5361	0,2065	0,1379	0,0274	0,7547	0,1230	0,2193	0,2195	0,0000	0,3153	2,0000	
0,3947	0,9427	0,6845	0,7423	0,2826	0,2793	0,0549	0,9434	0,2177	0,3174	0,2764	0,1538	0,1690	2,0000	
0,6474	0,5632	0,4439	0,4588	0,1957	0,2207	0,0295	0,8491	0,1483	0,3771	0,2683	0,2015	0,2154	2,0000	
0,4763	0,4387	0,6684	0,6907	0,3370	0,4621	0,0549	0,7547	0,1262	0,3106	0,3333	0,3223	0,2225	2,0000	
0,5000	0,4091	0,7166	0,5361	0,2826	0,1931	0,0338	0,7547	0,1073	0,2833	0,2358	0,3810	0,2297	2,0000	
0,6132	0,3597	0,5294	0,4845	0,2065	0,1448	0,0338	0,4528	0,0726	0,3686	0,1789	0,4396	0,3581	2,0000	
0,6553	0,4802	0,7273	0,6649	0,2935	0,1966	0,0380	0,6981	0,0442	0,2619	0,3333	0,2894	0,1726	2,0000	
0,6816	0,8320	0,5294	0,4845	0,2391	0,3517	0,0970	0,6415	0,1924	0,2662	0,3496	0,2857	0,1940	2,0000	
0,3211	0,6206	0,4492	0,4072	0,4565	0,1379	0,0928	0,3019	0,2303	0,5913	0,1382	0,2674	0,4116	2,0000	
0,5605	0,5593	0,4225	0,5361	0,3478	0,1793	0,0443	0,5660	0,2808	0,2321	0,0976	0,1502	0,3937	2,0000	
0,7500	0,8498	0,4652	0,4845	0,1087	0,0000	0,0000	0,5094	0,0852	0,3089	0,0813	0,0220	0,0977	2,0000	
0,4842	0,7648	0,5989	0,5619	0,1739	0,2483	0,0654	0,6415	0,1420	0,5435	0,0488	0,2161	0,2475	2,0000	
0,6026	0,4941	0,5455	0,5619	0,2391	0,3276	0,0886	0,6038	0,2650	0,6092	0,0569	0,1282	0,2653	2,0000	
0,5395	0,6245	0,5348	0,5619	0,4674	0,1483	0,2215	0,3962	0,2303	0,6928	0,0732	0,0220	0,1940	2,0000	
0,6500	0,4704	0,6738	0,6907	0,5761	0,1448	0,2595	0,1698	0,2650	0,6246	0,0894	0,0110	0,1583	2,0000	
0,4632	0,3814	0,5989	0,5876	0,4565	0,1724	0,2152	0,2075	0,2681	0,8123	0,0000	0,0733	0,1441	2,0000	
0,5474	0,2292	0,7433	0,7680	0,5000	0,4207	0,1983	0,2453	0,3628	0,4966	0,1057	0,0220	0,1049	2,0000	
0,5789	0,5059	0,4920	0,4072	0,3043	0,2828	0,1034	0,9057	0,4606	0,7884	0,0650	0,0879	0,2832	2,0000	
0,4079	0,1087	0,3957	0,4845	0,3587	0,1724	0,0506	0,7547	0,3123	0,5392	0,0813	0,1026	0,2582	2,0000	
0,5632	0,8794	0,5134	0,5876	0,2500	0,2621	0,0612	0,9057	0,3596	0,5648	0,0976	0,0769	0,3188	2,0000	
0,7395	0,6680	0,5455	0,4588	0,2065	0,2828	0,1034	0,6604	0,3628	0,6596	0,0732	0,1355	0,1441	2,0000	
0,3737	0,4526	0,6845	0,8454	0,2935	0,3172	0,0506	0,9434	0,2303	0,5307	0,1545	0,1685	0,4294	2,0000	
0,8711	0,1858	0,7166	0,7423	0,3043	0,6276	0,2046	0,7547	0,7224	1,0000	0,0732	0,2527	0,2725	2,0000	
0,6447	0,1838	0,6845	0,6134	0,2065	0,5586	0,1603	0,7358	0,5931	0,8933	0,0732	0,1868	0,2439	2,0000	
0,3500	0,6107	0,5455	0,5361	0,1957	0,4552	0,1224	0,6981	0,1987	0,5435	0,0650	0,1136	0,1726	2,0000	
0,7000	0,4980	0,6310	0,4845	0,4022	0,2931	0,0464	0,6981	0,1230	0,3925	0,3902	0,2015	0,2867	2,0000	
0,4789	0,5000	0,6524	0,5876	0,3913	0,2310	0,0549	0,8868	0,1735	0,3669	0,3171	0,3077	0,2083	2,0000	
0,5079	0,5356	0,5294	0,4072	0,3913	0,1414	0,0759	0,5094	0,1672	0,3413	0,1626	0,1758	0,2832	2,0000	
0,7237	0,3992	0,5027	0,5876	0,2174	0,1276	0,0717	0,5283	0,1956	0,7082	0,1789	0,1502	0,2404	2,0000	
0,7105	0,7154	0,4813	0,6134	0,1957	0,1034	0,0274	0,7358	0,2334	0,4556	0,2439	0,1758	0,1726	2,0000	
0,6368	0,5850	0,6631	0,6392	0,4457	0,2483	0,1224	0,5660	0,3312	0,8020	0,3008	0,1062	0,2974	2,0000	
0,4711	0,5198	0,5027	0,4588	0,1957	0,1724	0,0675	0,5094	0,1767	0,7662	0,1951	0,1758	0,2903	2,0000	
0,6711	0,3636	0,7112	0,7165	0,3804	0,1966	0,1055	0,4906	0,3565	0,6297	0,2114	0,1941	0,3367	2,0000	
0,6237	0,7628	0,8021	0,7423	0,4565	0,3448	0,1308	0,2642	0,2208	0,6160	0,1545	0,2381	0,2511	2,0000	
0,3079	0,4526	0,5134	0,4330	0,2826	0,0931	0,0316	0,5094	0,1009	0,3601	0,1463	0,2051	0,1655	2,0000	
0,4579	0,3261	0,4920	0,4588	0,1739	0,1414	0,0359	0,6604	0,0726	0,7355	0,0732	0,1319	0,1369	2,0000	
0,8237	0,3498	0,5989	0,4845	0,2283	0,2414	0,0759	0,5849	0,2618	0,7184	0,1138	0,1612	0,2725	2,0000	
0,7053	0,9704	0,5829	0,5103	0,2717	0,2414	0,0570	0,7358	0,2050	0,5478	0,1301	0,1722	0,3295	2,0000	
0,6237	0,6265	0,5989	0,6392	0,3478	0,2828	0,0865	0,5660	0,3155	0,5137	0,1789	0,1062	0,3367	2,0000	
0,5895	0,6996	0,4813	0,4845	0,5435	0,2103	0,0738	0,5660	0,2965	0,7611	0,0894	0,1062	0,3973	2,0000	
0,5632	0,3656	0,5401	0,4845	0,5435	0,2310	0,0717	0,7547	0,3312	0,6843	0,0976	0,1282	0,4009	2,0000	
0,8158	0,6640	0,7380	0,7165	0,2826	0,3690	0,0886	0,8113	0,2965	0,6758	0,1057	0,1209	0,2011	2,0000	

