1,0000	0,0000		sum(1,0000)		0,3898	0,6102		sum(1,0000)		0,6904	0,3096	0,0000	0,0000	0,0000		sum(1,0000)		0,7658	0,2342	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,2556	0,7444		sum(1,0000)		0,4467	0,5533	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,8122	0,1878	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,2556	0,7444		sum(1,0000)		0,8122	0,1878	0,0000	0,0000	0,0000		sum(1,0000)		0,8573	0,1427	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,1214	0,8786		sum(1,0000)		0,9340	0,0660	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,2556	0,7444		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,5241	0,4759		sum(1,0000)		0,8122	0,1878	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,6583	0,3417		sum(1,0000)		0,8122	0,1878	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
0,8731	0,1269		sum(1,0000)		0,2556	0,7444		sum(1,0000)		0,9340	0,0660	0,0000	0,0000	0,0000		sum(1,0000)		0,8573	0,1427	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,9340	0,0660	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
0,8010	0,1990		sum(1,0000)		0,0000	1,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,6583	0,3417		sum(1,0000)		0,9340	0,0660	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,5241	0,4759		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
0,8010	0,1990		sum(1,0000)		0,1214	0,8786		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,6583	0,3417		sum(1,0000)		0,9340	0,0660	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,7925	0,2075		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,2556	0,7444		sum(1,0000)		0,9340	0,0660	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,1214	0,8786		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		0,9488	0,0512	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		0,9488	0,0512	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,5241	0,4759		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,1214	0,8786		sum(1,0000)		0,8122	0,1878	0,0000	0,0000	0,0000		sum(1,0000)		0,6743	0,3257	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,4467	0,5533	0,0000	0,0000	0,0000		sum(1,0000)		0,8573	0,1427	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,7925	0,2075		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		0,9488	0,0512	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,8122	0,1878	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,5241	0,4759		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
0,9452	0,0548		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,9340	0,0660	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		0,3898	0,6102		sum(1,0000)		1,0000	0,0000	0,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		1,0000	0,0000	0,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,5241	0,4759		sum(1,0000)		0,0000	0,0000	0,5111	0,4889	0,0000		sum(1,0000)		0,0000	0,9146	0,0854		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,1518	0,8482		sum(1,0000)		0,5241	0,4759		sum(1,0000)		0,0000	0,0000	0,7085	0,2915	0,0000		sum(1,0000)		0,0000	0,7788	0,2212		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,6583	0,3417		sum(1,0000)		0,0000	0,0000	0,3137	0,6863	0,0000		sum(1,0000)		0,0000	0,7788	0,2212		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,8010	0,1990		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,1056	0,8944	0,0000	0,0000		sum(1,0000)		0,0339	0,9661	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0797	0,9203		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,6098	0,3902	0,0000		sum(1,0000)		0,0000	0,7788	0,2212		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,6567	0,3433		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,7085	0,2915	0,0000		sum(1,0000)		0,0339	0,9661	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,2239	0,7761		sum(1,0000)		0,3898	0,6102		sum(1,0000)		0,0000	0,0000	0,5111	0,4889	0,0000		sum(1,0000)		0,0000	0,6431	0,3569		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,4668	0,5332	0,0000	0,0000		sum(1,0000)		0,3083	0,6917	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0075	0,9925		sum(1,0000)		0,9267	0,0733		sum(1,0000)		0,0000	0,0000	0,6098	0,3902	0,0000		sum(1,0000)		0,0339	0,9661	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,1572	0,8428	0,0000	0,0000		sum(1,0000)		0,0000	0,9146	0,0854		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,3636	0,6364	0,0000	0,0000		sum(1,0000)		0,3083	0,6917	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,5125	0,4875		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,0000	0,0023	0,9977	0,0000	0,0000		sum(1,0000)		0,0000	0,7788	0,2212		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,4403	0,5597		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,1056	0,8944	0,0000	0,0000		sum(1,0000)		0,3083	0,6917	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,3682	0,6318		sum(1,0000)		0,9267	0,0733		sum(1,0000)		0,0000	0,0000	0,5111	0,4889	0,0000		sum(1,0000)		0,0000	0,9146	0,0854		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,7289	0,2711		sum(1,0000)		0,9267	0,0733		sum(1,0000)		0,0000	0,3120	0,6880	0,0000	0,0000		sum(1,0000)		0,0339	0,9661	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,6583	0,3417		sum(1,0000)		0,0000	0,0000	0,8071	0,1929	0,0000		sum(1,0000)		0,0000	0,9146	0,0854		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,7289	0,2711		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,0000	0,0000	0,7085	0,2915	0,0000		sum(1,0000)		0,0000	0,7788	0,2212		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,5846	0,4154		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0539	0,9461	0,0000	0,0000		sum(1,0000)		0,3083	0,6917	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,2961	0,7039		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,7085	0,2915	0,0000		sum(1,0000)		0,0000	0,7788	0,2212		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,7289	0,2711		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,1572	0,8428	0,0000	0,0000		sum(1,0000)		0,2169	0,7831	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,5125	0,4875		sum(1,0000)		0,5241	0,4759		sum(1,0000)		0,0000	0,0000	0,4124	0,5876	0,0000		sum(1,0000)		0,0000	0,3717	0,6283		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,3682	0,6318		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,1056	0,8944	0,0000	0,0000		sum(1,0000)		0,0339	0,9661	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,2239	0,7761		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,3137	0,6863	0,0000		sum(1,0000)		0,0000	0,7788	0,2212		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,3682	0,6318		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,5111	0,4889	0,0000		sum(1,0000)		0,1254	0,8746	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,1518	0,8482		sum(1,0000)		0,9267	0,0733		sum(1,0000)		0,0000	0,0000	0,9058	0,0942	0,0000		sum(1,0000)		0,0339	0,9661	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0075	0,9925		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,0000	0,0000	0,8071	0,1929	0,0000		sum(1,0000)		0,0000	0,9146	0,0854		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,4124	0,5876	0,0000		sum(1,0000)		0,0000	0,9146	0,0854		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,0000	0,0000	0,2151	0,7849	0,0000		sum(1,0000)		0,0000	0,5074	0,4926		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,4403	0,5597		sum(1,0000)		0,9267	0,0733		sum(1,0000)		0,0000	0,0000	0,7085	0,2915	0,0000		sum(1,0000)		0,0000	0,7788	0,2212		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,6567	0,3433		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,3636	0,6364	0,0000	0,0000		sum(1,0000)		0,3083	0,6917	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,8010	0,1990		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,2088	0,7912	0,0000	0,0000		sum(1,0000)		0,2169	0,7831	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,8010	0,1990		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,2604	0,7396	0,0000	0,0000		sum(1,0000)		0,3083	0,6917	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,5846	0,4154		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,1572	0,8428	0,0000	0,0000		sum(1,0000)		0,1254	0,8746	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,4403	0,5597		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,1164	0,8836	0,0000		sum(1,0000)		0,0000	0,6431	0,3569		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,8731	0,1269		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,0000	0,0000	0,7085	0,2915	0,0000		sum(1,0000)		0,0000	0,7788	0,2212		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,4403	0,5597		sum(1,0000)		0,2556	0,7444		sum(1,0000)		0,0000	0,0000	0,7085	0,2915	0,0000		sum(1,0000)		0,0000	0,6431	0,3569		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,6583	0,3417		sum(1,0000)		0,0000	0,0000	0,5111	0,4889	0,0000		sum(1,0000)		0,0000	0,7788	0,2212		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,2239	0,7761		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,8071	0,1929	0,0000		sum(1,0000)		0,0339	0,9661	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,7289	0,2711		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,0000	0,0539	0,9461	0,0000	0,0000		sum(1,0000)		0,0339	0,9661	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,8010	0,1990		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,1056	0,8944	0,0000	0,0000		sum(1,0000)		0,0339	0,9661	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,8010	0,1990		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,8071	0,1929	0,0000		sum(1,0000)		0,1254	0,8746	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,3682	0,6318		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,0000	0,0000	0,6098	0,3902	0,0000		sum(1,0000)		0,0000	0,9146	0,0854		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,5846	0,4154		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,1056	0,8944	0,0000	0,0000		sum(1,0000)		0,1254	0,8746	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,4668	0,5332	0,0000	0,0000		sum(1,0000)		0,3083	0,6917	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,7289	0,2711		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0023	0,9977	0,0000	0,0000		sum(1,0000)		0,0339	0,9661	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,6567	0,3433		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,0000	0,0023	0,9977	0,0000	0,0000		sum(1,0000)		0,1254	0,8746	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,6567	0,3433		sum(1,0000)		0,9267	0,0733		sum(1,0000)		0,0000	0,0023	0,9977	0,0000	0,0000		sum(1,0000)		0,0339	0,9661	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,2961	0,7039		sum(1,0000)		0,9267	0,0733		sum(1,0000)		0,0000	0,0000	0,9058	0,0942	0,0000		sum(1,0000)		0,0339	0,9661	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,6216	0,3784	0,0000	0,0000		sum(1,0000)		0,2169	0,7831	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,6567	0,3433		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0539	0,9461	0,0000	0,0000		sum(1,0000)		0,0339	0,9661	0,0000		sum(1,0000)		0,0000	1,0000	0,0000		sum(1,0000)		
0,2239	0,7761		sum(1,0000)		0,3898	0,6102		sum(1,0000)		0,0000	0,0000	0,0000	0,1986	0,8014		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,5846	0,4154		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,1164	0,8836	0,0000		sum(1,0000)		0,0000	0,2360	0,7640		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,0000	0,0000	0,0000	0,3010	0,6990		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,2239	0,7761		sum(1,0000)		0,9267	0,0733		sum(1,0000)		0,0000	0,0000	0,0000	0,6085	0,3915		sum(1,0000)		0,0000	0,3717	0,6283		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0797	0,9203		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,0000	0,0000	0,0000	0,4035	0,5965		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,0000	0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
1,0000	0,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,7085	0,2915	0,0000		sum(1,0000)		0,0000	0,5074	0,4926		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,9267	0,0733		sum(1,0000)		0,0000	0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,3717	0,6283		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
